game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,comp_raw,comp_reliability,comp_z,comp_pctile,comp_tier
823279,2026-07-08,Arizona Diamondbacks @ San Diego Padres,away,Jose Cabrera,San Diego Padres,9,0.381,0.318,0.318,0.381,0.063,0.295,0.249,0.245,0.3,0.055,0.517,0.4,0.4,0.517,0.117,43.2,42.485,39.413,46.567,7.154,90.7,89.407,88.962,91.145,2.183,18.1,9.224,13.968,13.356,-0.612,16.7,21.728,22.098,16.42,-5.678,8.3,8.727,9.0,8.048,-0.952,1.321,0.423,0.559,87.0,slight
823279,2026-07-08,Arizona Diamondbacks @ San Diego Padres,home,Michael King,Arizona Diamondbacks,9,0.329,0.329,0.318,0.34,0.022,0.247,0.262,0.245,0.264,0.019,0.406,0.415,0.4,0.421,0.021,34.4,38.929,39.413,33.978,-5.435,87.7,88.534,88.962,87.272,-1.69,13.4,13.372,13.968,12.804,-1.164,21.0,16.948,22.098,16.106,-5.992,9.8,8.408,9.0,9.155,0.155,0.21,0.825,0.173,37.0,negligible
823360,2026-07-08,Atlanta Braves @ Pittsburgh Pirates,away,Grant Holmes,Pittsburgh Pirates,9,0.331,0.324,0.318,0.337,0.019,0.244,0.252,0.245,0.251,0.006,0.421,0.405,0.4,0.426,0.026,43.7,40.391,39.413,44.784,5.371,90.7,88.64,88.962,90.378,1.416,13.4,10.919,13.968,10.351,-3.617,19.9,22.578,22.098,20.332,-1.766,10.7,9.088,9.0,10.805,1.805,0.485,0.803,0.389,77.0,negligible
823360,2026-07-08,Atlanta Braves @ Pittsburgh Pirates,home,Jared Jones,Atlanta Braves,9,0.325,0.329,0.318,0.336,0.018,0.247,0.256,0.245,0.258,0.013,0.428,0.434,0.4,0.464,0.064,40.5,41.543,39.413,42.689,3.276,90.8,89.734,88.962,91.572,2.61,11.4,15.24,13.968,12.672,-1.296,24.6,20.708,22.098,23.053,0.955,8.7,7.526,9.0,7.275,-1.725,0.519,0.583,0.303,57.0,negligible
823605,2026-07-08,Kansas City Royals @ New York Mets,away,Steven Cruz,New York Mets,9,0.311,0.346,0.318,0.338,0.02,0.226,0.271,0.245,0.25,0.005,0.385,0.454,0.4,0.437,0.037,33.8,44.003,39.413,37.736,-1.677,89.5,90.302,88.962,90.84,1.878,15.1,11.715,13.968,12.847,-1.121,29.8,20.389,22.098,27.495,5.397,12.9,9.046,9.0,12.966,3.966,0.207,0.542,0.112,27.0,negligible
823605,2026-07-08,Kansas City Royals @ New York Mets,home,Christian Scott,Kansas City Royals,9,0.336,0.327,0.318,0.346,0.028,0.241,0.253,0.245,0.249,0.004,0.404,0.416,0.4,0.42,0.02,34.7,44.274,39.413,38.98,-0.433,88.3,90.391,88.962,89.729,0.767,17.4,15.663,13.968,19.095,5.127,28.0,21.249,22.098,26.924,4.826,11.7,8.731,9.0,11.35,2.35,0.227,0.674,0.153,33.0,negligible
823684,2026-07-08,Cleveland Guardians @ Minnesota Twins,away,Slade Cecconi,Minnesota Twins,9,0.328,0.313,0.318,0.323,0.005,0.263,0.242,0.245,0.26,0.015,0.433,0.386,0.4,0.418,0.018,36.9,36.439,39.413,34.116,-5.297,88.1,88.401,88.962,87.539,-1.423,12.1,15.057,13.968,13.189,-0.779,17.7,19.976,22.098,16.0,-6.098,7.3,8.812,9.0,7.148,-1.852,0.059,0.836,0.049,10.0,negligible
823684,2026-07-08,Cleveland Guardians @ Minnesota Twins,home,Connor Prielipp,Cleveland Guardians,9,0.313,0.303,0.318,0.298,-0.02,0.234,0.233,0.245,0.223,-0.022,0.394,0.358,0.4,0.353,-0.047,39.1,37.664,39.413,37.365,-2.048,90.1,88.281,88.962,89.419,0.457,12.4,14.943,13.968,13.375,-0.593,23.8,21.921,22.098,23.609,1.511,8.4,10.149,9.0,9.472,0.472,-0.377,0.749,-0.283,53.0,negligible
823848,2026-07-08,Seattle Mariners @ Miami Marlins,away,George Kirby,Miami Marlins,9,0.3,0.321,0.318,0.303,-0.015,0.256,0.255,0.245,0.266,0.021,0.383,0.398,0.4,0.381,-0.019,41.6,38.397,39.413,40.528,1.115,89.4,88.513,88.962,88.951,-0.011,10.0,12.766,13.968,8.798,-5.17,21.1,18.007,22.098,17.194,-4.904,5.6,8.917,9.0,5.548,-3.452,-0.046,0.84,-0.039,7.0,negligible
823848,2026-07-08,Seattle Mariners @ Miami Marlins,home,Tyler Phillips,Seattle Mariners,9,0.337,0.326,0.318,0.345,0.027,0.259,0.25,0.245,0.264,0.019,0.421,0.412,0.4,0.434,0.034,44.1,38.492,39.413,43.069,3.656,89.9,89.025,88.962,89.963,1.001,10.3,13.698,13.968,10.03,-3.938,17.5,21.62,22.098,17.121,-4.977,10.8,8.615,9.0,10.338,1.338,0.604,0.779,0.47,83.0,slight
823928,2026-07-08,Colorado Rockies @ Los Angeles Dodgers,away,Gabriel Hughes,Los Angeles Dodgers,9,0.328,0.353,0.318,0.364,0.046,0.293,0.267,0.245,0.319,0.074,0.37,0.457,0.4,0.423,0.023,22.2,44.047,39.413,24.81,-14.603,85.8,90.264,88.962,87.102,-1.86,17.2,15.042,13.968,18.274,4.306,9.1,20.711,22.098,8.529,-13.569,9.1,10.889,9.0,11.01,2.01,0.417,0.13,0.054,17.0,negligible
823928,2026-07-08,Colorado Rockies @ Los Angeles Dodgers,home,Roki Sasaki,Colorado Rockies,9,0.336,0.319,0.318,0.337,0.019,0.247,0.252,0.245,0.254,0.009,0.433,0.393,0.4,0.425,0.025,45.6,36.775,39.413,42.548,3.135,90.4,87.866,88.962,89.304,0.342,13.5,14.545,13.968,14.077,0.109,22.8,21.142,22.098,21.814,-0.284,9.7,8.424,9.0,9.079,0.079,0.342,0.783,0.268,50.0,negligible
824253,2026-07-08,Athletics @ Detroit Tigers,away,Jeffrey Springs,Detroit Tigers,9,0.331,0.335,0.318,0.349,0.031,0.247,0.254,0.245,0.256,0.011,0.448,0.428,0.4,0.479,0.079,35.3,40.252,39.413,36.051,-3.362,87.8,88.903,88.962,87.741,-1.221,17.3,18.043,13.968,21.375,7.407,19.7,21.834,22.098,19.465,-2.633,8.1,10.156,9.0,9.14,0.14,0.435,0.83,0.361,73.0,negligible
824253,2026-07-08,Athletics @ Detroit Tigers,home,Troy Melton,Athletics,9,0.274,0.332,0.318,0.286,-0.032,0.216,0.255,0.245,0.225,-0.02,0.347,0.423,0.4,0.367,-0.033,35.0,43.468,39.413,38.601,-0.812,89.0,89.813,88.962,89.851,0.889,15.2,11.326,13.968,12.558,-1.41,19.2,20.895,22.098,18.155,-3.943,6.0,9.951,9.0,6.634,-2.366,-0.269,0.672,-0.181,42.0,negligible
824496,2026-07-08,Philadelphia Phillies @ Cincinnati Reds,away,Alan Rangel,Cincinnati Reds,9,0.291,0.321,0.318,0.294,-0.024,0.225,0.241,0.245,0.221,-0.024,0.343,0.41,0.4,0.352,-0.048,31.1,38.095,39.413,30.06,-9.353,86.9,89.661,88.962,87.599,-1.363,19.5,15.828,13.968,21.36,7.392,24.6,24.014,22.098,26.733,4.635,8.7,9.298,9.0,8.988,-0.012,-0.75,0.429,-0.322,63.0,negligible
824496,2026-07-08,Philadelphia Phillies @ Cincinnati Reds,home,Chase Burns,Philadelphia Phillies,9,0.272,0.329,0.318,0.281,-0.037,0.204,0.258,0.245,0.215,-0.03,0.345,0.426,0.4,0.367,-0.033,37.2,42.242,39.413,39.87,0.457,89.1,89.618,88.962,89.756,0.794,19.6,11.898,13.968,17.53,3.562,29.7,21.699,22.098,29.164,7.066,7.9,8.191,9.0,7.19,-1.81,-0.568,0.801,-0.455,80.0,slight
824578,2026-07-08,Boston Red Sox @ Chicago White Sox,away,Jake Bennett,Chicago White Sox,9,0.263,0.339,0.318,0.28,-0.038,0.219,0.257,0.245,0.23,-0.015,0.351,0.435,0.4,0.382,-0.018,35.6,41.095,39.413,37.119,-2.294,87.4,89.01,88.962,87.448,-1.514,11.1,13.534,13.968,10.666,-3.302,19.7,21.905,22.098,19.528,-2.57,4.5,8.913,9.0,4.457,-4.543,-0.471,0.663,-0.312,60.0,negligible
824578,2026-07-08,Boston Red Sox @ Chicago White Sox,home,Davis Martin,Boston Red Sox,9,0.314,0.314,0.318,0.31,-0.008,0.261,0.246,0.245,0.262,0.017,0.387,0.395,0.4,0.382,-0.018,44.8,37.588,39.413,42.726,3.313,90.0,88.387,88.962,89.425,0.463,11.4,13.573,13.968,11.005,-2.963,22.7,21.352,22.098,21.934,-0.164,7.3,7.692,9.0,6.239,-2.761,-0.022,0.82,-0.018,3.0,negligible
824815,2026-07-08,Chicago Cubs @ Baltimore Orioles,away,Colin Rea,Baltimore Orioles,9,0.357,0.336,0.318,0.377,0.059,0.273,0.253,0.245,0.282,0.037,0.474,0.427,0.4,0.506,0.106,41.6,43.96,39.413,46.399,6.986,89.9,90.223,88.962,91.161,2.199,11.6,13.479,13.968,11.111,-2.857,17.2,23.046,22.098,17.938,-4.16,8.6,10.827,9.0,10.346,1.346,1.213,0.827,1.003,97.0,notable
824815,2026-07-08,Chicago Cubs @ Baltimore Orioles,home,Dean Kremer,Chicago Cubs,9,0.308,0.328,0.318,0.318,-0.0,0.226,0.244,0.245,0.225,-0.02,0.461,0.402,0.4,0.463,0.063,33.3,39.624,39.413,33.478,-5.935,87.6,88.682,88.962,87.32,-1.642,12.9,16.266,13.968,15.198,1.23,30.8,20.547,22.098,28.638,6.54,4.6,11.359,9.0,5.806,-3.194,-0.211,0.412,-0.087,23.0,negligible
