game_pk,game_date,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,comp_raw,comp_reliability,comp_z,comp_pctile,comp_tier
823606,2026-07-09,Kansas City Royals @ New York Mets,away,Michael Wacha,New York Mets,9,0.313,0.341,0.318,0.336,0.018,0.25,0.267,0.245,0.272,0.027,0.409,0.451,0.4,0.461,0.061,36.4,43.471,39.371,40.191,0.82,88.2,90.181,88.953,89.428,0.475,15.6,11.546,13.954,13.192,-0.762,19.6,20.774,22.102,18.422,-3.68,6.7,8.482,8.995,6.318,-2.677,0.468,0.849,0.398,57.0,negligible
823606,2026-07-09,Kansas City Royals @ New York Mets,home,Sean Manaea,Kansas City Royals,9,0.315,0.327,0.318,0.324,0.006,0.247,0.254,0.245,0.256,0.011,0.392,0.418,0.4,0.41,0.01,39.7,44.487,39.371,44.859,5.488,88.2,90.516,88.953,89.763,0.81,14.5,15.55,13.954,16.096,2.142,22.4,21.523,22.102,21.813,-0.289,7.6,8.61,8.995,7.275,-1.72,0.255,0.773,0.197,26.0,negligible
823683,2026-07-09,Cleveland Guardians @ Minnesota Twins,away,Gavin Williams,Minnesota Twins,9,0.329,0.314,0.318,0.325,0.007,0.247,0.243,0.245,0.245,-0.0,0.443,0.386,0.4,0.427,0.027,48.3,36.492,39.371,44.768,5.397,91.1,88.474,88.953,90.621,1.668,9.2,15.181,13.954,10.427,-3.527,28.3,19.884,22.102,25.46,3.358,8.3,8.96,8.995,8.268,-0.727,0.259,0.82,0.212,30.0,negligible
823683,2026-07-09,Cleveland Guardians @ Minnesota Twins,home,Bailey Ober,Cleveland Guardians,9,0.323,0.303,0.318,0.308,-0.01,0.245,0.234,0.245,0.234,-0.011,0.446,0.352,0.4,0.392,-0.008,32.7,33.351,39.371,27.7,-11.671,87.9,87.543,88.953,86.49,-2.463,23.1,14.886,13.954,24.032,10.078,16.4,20.624,22.102,15.303,-6.799,6.4,10.667,8.995,7.59,-1.405,-0.332,0.781,-0.259,43.0,negligible
823846,2026-07-09,Seattle Mariners @ Miami Marlins,away,Bryce Miller,Miami Marlins,9,0.226,0.322,0.318,0.229,-0.089,0.186,0.256,0.245,0.194,-0.051,0.322,0.4,0.4,0.322,-0.078,27.5,38.488,39.371,26.883,-12.488,86.0,88.56,88.953,85.607,-3.346,16.7,12.875,13.954,15.621,1.667,33.2,17.99,22.102,27.023,4.921,2.7,8.827,8.995,2.65,-6.345,-1.628,0.667,-1.085,96.0,notable
823846,2026-07-09,Seattle Mariners @ Miami Marlins,home,Janson Junk,Seattle Mariners,9,0.31,0.327,0.318,0.319,0.001,0.256,0.249,0.245,0.26,0.015,0.411,0.411,0.4,0.422,0.022,41.6,39.784,39.371,42.036,2.665,89.9,89.276,88.953,90.223,1.27,14.4,13.738,13.954,14.184,0.23,16.9,22.312,22.102,17.061,-5.041,5.1,9.015,8.995,5.111,-3.884,0.317,0.767,0.243,35.0,negligible
824251,2026-07-09,Athletics @ Detroit Tigers,away,Jack Perkins,Detroit Tigers,9,0.313,0.333,0.318,0.328,0.01,0.239,0.253,0.245,0.247,0.002,0.383,0.429,0.4,0.411,0.011,38.4,40.756,39.371,39.751,0.38,89.3,88.864,88.953,89.211,0.258,14.1,17.78,13.954,17.926,3.972,27.9,21.758,22.102,27.466,5.364,8.4,9.452,8.995,8.827,-0.168,0.012,0.718,0.009,4.0,negligible
824251,2026-07-09,Athletics @ Detroit Tigers,home,Framber Valdez,Athletics,9,0.324,0.327,0.318,0.333,0.015,0.255,0.255,0.245,0.265,0.02,0.406,0.411,0.4,0.417,0.017,42.1,42.03,39.371,44.943,5.572,89.9,89.33,88.953,90.277,1.324,7.6,11.661,13.954,5.307,-8.647,17.6,20.154,22.102,16.049,-6.053,8.1,9.715,8.995,8.748,-0.247,0.531,0.843,0.447,65.0,slight
824494,2026-07-09,Philadelphia Phillies @ Cincinnati Reds,away,Jesús Luzardo,Cincinnati Reds,9,0.273,0.329,0.318,0.282,-0.036,0.216,0.239,0.245,0.211,-0.034,0.317,0.42,0.4,0.333,-0.067,30.0,40.133,39.371,30.581,-8.79,86.4,89.922,88.953,87.369,-1.584,7.0,17.077,13.954,10.123,-3.831,28.6,25.114,22.102,32.498,10.396,7.6,10.793,8.995,9.119,0.124,-1.059,0.82,-0.868,87.0,notable
824494,2026-07-09,Philadelphia Phillies @ Cincinnati Reds,home,Brady Singer,Philadelphia Phillies,9,0.359,0.326,0.318,0.368,0.05,0.27,0.258,0.245,0.284,0.039,0.483,0.42,0.4,0.507,0.107,40.8,41.933,39.371,43.455,4.084,91.1,89.484,88.953,91.631,2.678,14.5,11.655,13.954,12.201,-1.753,19.0,21.628,22.102,18.593,-3.509,8.0,8.065,8.995,7.173,-1.822,1.074,0.817,0.877,91.0,notable
824577,2026-07-09,Boston Red Sox @ Chicago White Sox,away,Patrick Sandoval,Chicago White Sox,9,,0.332,0.318,,,,0.255,0.245,,,,0.425,0.4,,,,39.824,39.371,,,,88.607,88.953,,,,14.282,13.954,,,,21.453,22.102,,,,8.578,8.995,,,,0.5,,,
824577,2026-07-09,Boston Red Sox @ Chicago White Sox,home,Anthony Kay,Boston Red Sox,9,0.35,0.312,0.318,0.343,0.025,0.267,0.245,0.245,0.267,0.022,0.42,0.393,0.4,0.413,0.013,39.1,37.617,39.371,37.358,-2.013,88.8,88.341,88.953,88.188,-0.765,13.4,13.965,13.954,13.411,-0.543,17.6,21.609,22.102,17.207,-4.895,8.7,7.638,8.995,7.388,-1.607,0.313,0.816,0.255,39.0,negligible
824816,2026-07-09,Chicago Cubs @ Baltimore Orioles,away,David Peterson,Baltimore Orioles,9,0.347,0.331,0.318,0.361,0.043,0.28,0.25,0.245,0.286,0.041,0.425,0.42,0.4,0.446,0.046,42.2,43.417,39.371,46.537,7.166,90.1,90.232,88.953,91.379,2.426,8.3,13.864,13.954,8.21,-5.744,18.8,23.592,22.102,20.067,-2.035,9.1,10.342,8.995,10.463,1.468,0.865,0.811,0.702,78.0,slight
824816,2026-07-09,Chicago Cubs @ Baltimore Orioles,home,Trevor Rogers,Chicago Cubs,9,0.315,0.329,0.318,0.326,0.008,0.251,0.244,0.245,0.25,0.005,0.403,0.404,0.4,0.407,0.007,39.0,39.699,39.371,39.325,-0.046,89.1,88.689,88.953,88.836,-0.117,19.8,16.265,13.954,22.111,8.157,18.1,20.503,22.102,16.791,-5.311,8.1,11.355,8.995,10.225,1.23,0.221,0.815,0.18,22.0,negligible
