game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS
823844,2026-07-11,Cleveland Guardians @ Miami Marlins,away,Tanner Bibee,R,Miami Marlins,9,4,4,1,5,0,195,False,True,0.773,0.773,0.701,0.709,0.731,-0.012
823844,2026-07-11,Cleveland Guardians @ Miami Marlins,home,Eury Pérez,R,Cleveland Guardians,9,5,2,2,7,0,146,False,True,0.688,0.7,0.667,0.697,0.636,-0.107
823926,2026-07-11,Arizona Diamondbacks @ Los Angeles Dodgers,away,Brandon Pfaadt,R,Los Angeles Dodgers,9,5,3,1,6,0,96,False,True,0.816,0.81,0.818,0.789,0.85,0.107
823926,2026-07-11,Arizona Diamondbacks @ Los Angeles Dodgers,home,Yoshinobu Yamamoto,R,Arizona Diamondbacks,9,1,4,4,5,0,199,False,True,0.7,0.719,0.555,0.588,0.565,-0.178
824249,2026-07-11,Philadelphia Phillies @ Detroit Tigers,away,Cristopher Sánchez,L,Detroit Tigers,9,5,4,0,4,2,116,False,True,0.712,0.732,0.523,0.618,0.641,-0.102
824249,2026-07-11,Philadelphia Phillies @ Detroit Tigers,home,Casey Mize,R,Philadelphia Phillies,9,5,4,0,5,0,120,False,True,0.763,0.761,0.603,0.632,0.63,-0.113
824492,2026-07-11,Chicago Cubs @ Cincinnati Reds,away,Javier Assad,R,Cincinnati Reds,9,3,5,1,4,0,109,False,True,0.707,0.719,0.676,0.702,0.681,-0.062
824492,2026-07-11,Chicago Cubs @ Cincinnati Reds,home,Nick Lodolo,L,Chicago Cubs,9,3,5,1,6,1,65,False,True,0.779,0.755,0.816,0.78,0.803,0.06
824576,2026-07-11,Athletics @ Chicago White Sox,away,Gage Jump,L,Chicago White Sox,9,2,5,2,7,2,51,False,True,0.809,0.787,0.709,0.713,0.765,0.022
824576,2026-07-11,Athletics @ Chicago White Sox,home,Bryan Hudson,L,Athletics,9,4,4,1,5,2,78,False,True,0.778,0.751,0.642,0.667,0.682,-0.061
824813,2026-07-11,Kansas City Royals @ Baltimore Orioles,away,Noah Cameron,L,Baltimore Orioles,9,3,4,2,6,0,99,False,True,0.693,0.715,0.78,0.756,0.734,-0.009
824813,2026-07-11,Kansas City Royals @ Baltimore Orioles,home,Kyle Bradish,R,Kansas City Royals,9,4,4,1,5,0,168,False,True,0.727,0.73,0.731,0.732,0.713,-0.03
